"order_number","order_date","order_year","customer_key","customer_name","gender","birthday","age","store_key","country","state","order_revenue","order_profit","total_quantity"
"1620033",2019-06-08,2019,65180,Maya Colvin,Female,1979-01-28,47,5,Australia,Victoria,11362.40,7522.23,16
"1620034",2019-06-08,2019,492147,Annett Ehrlichmann,Female,1938-07-18,88,0,Online,Online,109.99,53.91,1
"1620035",2019-06-08,2019,291425,Louie Morales,Male,1954-05-29,72,0,Online,Online,5658.65,3056.45,10
"1620036",2019-06-08,2019,2012168,Julie Potvin,Female,1995-06-06,31,0,Online,Online,2439.78,1627.86,8
"1620037",2019-06-08,2019,538152,Daniel Beyer,Male,1982-03-26,44,26,Germany,Saarland,920.00,496.92,4
"1620038",2019-06-08,2019,1988805,Brooke Parnell,Female,1948-11-07,78,0,Online,Online,547.76,362.70,4
"1620040",2019-06-08,2019,486542,Christian Drechsler,Male,1953-06-01,73,0,Online,Online,805.75,437.37,15
"1620041",2019-06-08,2019,728048,Aurelia Lucciano,Female,1980-06-18,46,29,Italy,Enna,2738.98,1342.55,9
"1620042",2019-06-08,2019,1460501,Nancy Gaston,Female,1960-09-04,66,64,United States,Washington DC,4754.28,3066.19,15
"1620043",2019-06-08,2019,1487693,Lisa Bailey,Female,1966-09-14,60,50,United States,Kansas,67.96,45.44,4
"1620044",2019-06-08,2019,1987069,Milena Melicharov�,Female,1981-11-02,45,54,United States,Nebraska,695.65,350.42,11
"1620045",2019-06-08,2019,832004,Jamai Pel,Male,1943-06-07,83,32,Netherlands,Flevoland,1800.48,1098.84,21
"1620046",2019-06-08,2019,1649927,Charles Garcia,Male,1991-11-18,35,63,United States,Utah,939.88,504.67,3
"1621000",2019-06-09,2019,930053,Sophie Singh,Female,1957-10-21,69,39,United Kingdom,Blaenau Gwent,1541.00,832.36,5
"1621001",2019-06-09,2019,1414525,Nell Doyle,Female,1960-07-16,66,0,Online,Online,650.65,327.10,10
"1621002",2019-06-09,2019,1711599,Basil Noyes,Male,1939-10-19,87,47,United States,Hawaii,2130.42,1172.68,10
"1621003",2019-06-09,2019,2014500,Ella �berg,Female,1959-04-25,67,57,United States,New Mexico,3982.00,2013.84,15
"1622000",2019-06-10,2019,322136,Michele Wang,Female,1946-05-23,80,0,Online,Online,983.99,521.96,8
"1622001",2019-06-10,2019,1918975,Josephine Castro,Female,1992-05-31,34,49,United States,Iowa,1249.95,835.80,5
"1622002",2019-06-10,2019,1245017,Dennis Jones,Male,1970-06-30,56,0,Online,Online,6240.96,3430.15,9
"1622005",2019-06-10,2019,599433,Maik Schiffer,Male,1947-01-20,79,0,Online,Online,1398.80,822.53,12
"1622006",2019-06-10,2019,1490323,Lynette Carrington,Female,1989-01-19,37,61,United States,South Carolina,2933.80,1956.97,11
"1622007",2019-06-10,2019,582375,Thorsten B�rger,Male,1999-03-16,27,26,Germany,Saarland,3450.92,1810.14,18
"1622008",2019-06-10,2019,1500391,Mark Higgins,Male,1978-08-14,48,49,United States,Iowa,455.93,244.10,8
"1622009",2019-06-10,2019,1612400,Jordon Munguia,Male,1958-02-20,68,57,United States,New Mexico,1748.00,1066.27,7
"1622010",2019-06-10,2019,385309,Michael Garcia,Male,1945-11-04,81,9,Canada,Northwest Territories,814.92,428.46,10
"1622012",2019-06-10,2019,1306301,Scott Slowik,Male,1938-08-23,88,66,United States,Wyoming,1198.00,647.08,2
"1622013",2019-06-10,2019,1614172,Lucille Curry,Female,1971-04-30,55,61,United States,South Carolina,53.70,26.31,3
"1622015",2019-06-10,2019,347982,Renee Campfield,Female,1997-03-28,29,8,Canada,Newfoundland and Labrador,749.97,501.48,3
"1622016",2019-06-10,2019,1429765,Karen Ngo,Female,1962-10-06,64,45,United States,Connecticut,3581.50,1916.12,19
"1622017",2019-06-10,2019,402983,Laura Nacht,Female,1957-07-26,69,24,Germany,Hessen,1685.72,1056.54,8
"1622018",2019-06-10,2019,2092033,Mathew Forbes,Male,1995-10-07,31,49,United States,Iowa,53.97,29.16,3
"1622019",2019-06-10,2019,1211796,Heather Martin,Female,1940-03-05,86,0,Online,Online,598.00,323.00,2
"1622020",2019-06-10,2019,616346,Jeoffroi Potvin,Male,1979-03-09,47,18,France,Mayotte,7671.00,4450.19,22
"1622021",2019-06-10,2019,491529,Christina Schmitt,Female,1992-07-07,34,19,Germany,Berlin,125.92,61.73,4
"1622022",2019-06-10,2019,1328539,Glenda Carey,Female,1990-12-20,36,53,United States,Montana,708.99,382.46,2
"1623000",2019-06-11,2019,1442048,Diane Meachum,Female,1953-02-28,73,43,United States,Alaska,399.90,216.00,2
"1623001",2019-06-11,2019,1101670,Kyle Duncan,Male,1960-12-28,66,40,United Kingdom,Dungannon and South Tyrone,345.00,186.36,3
"1623002",2019-06-11,2019,261686,Francis Parker,Male,1976-03-18,50,9,Canada,Northwest Territories,112.00,54.90,2
"1623003",2019-06-11,2019,1139887,Alice Cross,Female,1944-08-27,82,39,United Kingdom,Blaenau Gwent,8689.50,4344.14,16
"1623004",2019-06-11,2019,699830,Seymour Turgeon,Male,1996-02-12,30,16,France,Limousin,189.98,93.12,2
"1623005",2019-06-11,2019,1184236,Ella Arnold,Female,1954-04-10,72,36,United Kingdom,Armagh,263.78,129.31,7
"1623006",2019-06-11,2019,1947876,Thorsten Neustadt,Male,1960-07-14,66,51,United States,Maine,1010.85,546.00,6
"1623007",2019-06-11,2019,1303448,Laura Welch,Female,1986-04-23,40,44,United States,Arkansas,1511.00,1010.38,3
"1623009",2019-06-11,2019,1971018,Mikael Koivuniemi,Male,1936-10-27,90,49,United States,Iowa,8687.69,5538.69,17
"1623010",2019-06-11,2019,2006758,Petrine Andersen,Female,1997-09-15,29,45,United States,Connecticut,4757.93,2830.88,17
"1623011",2019-06-11,2019,1575457,Jaime Miller,Male,1988-07-01,38,59,United States,Oregon,603.47,322.61,8
"1623012",2019-06-11,2019,1692115,Ellen Sotelo,Female,1949-01-05,77,43,United States,Alaska,28.00,13.72,1
"1623013",2019-06-11,2019,890083,Dian Slijpen,Female,1937-08-04,89,34,Netherlands,Groningen,2621.96,1549.90,6
"1623014",2019-06-11,2019,54161,Leo Voss,Male,1992-06-24,34,0,Online,Online,462.00,249.54,2
"1623016",2019-06-11,2019,720712,Bruno Fiorentini,Male,1982-02-25,44,30,Italy,Pesaro,1222.98,643.42,13
"1623017",2019-06-11,2019,1392371,Mae Lemons,Female,1999-04-29,27,61,United States,South Carolina,524.95,275.55,14
"1623018",2019-06-11,2019,1420237,Michael Hermes,Male,1956-06-29,70,43,United States,Alaska,11621.00,6919.68,18
"1623020",2019-06-11,2019,1391230,Carlo Morales,Male,1974-05-22,52,47,United States,Hawaii,287.00,150.67,2
"1623022",2019-06-11,2019,349653,John Kennedy,Male,1948-08-15,78,0,Online,Online,25.32,13.68,2
"1623023",2019-06-11,2019,1673191,Krista Drummond,Female,1938-05-18,88,0,Online,Online,1175.69,650.76,14
"1623024",2019-06-11,2019,940049,Joshua Hughes,Male,1945-02-16,81,42,United Kingdom,North Down,52.98,27.00,9
"1623025",2019-06-11,2019,1727561,Vida Brown,Female,1994-06-07,32,55,United States,Nevada,5574.00,3640.30,10
"1623026",2019-06-11,2019,1361042,Jerome Scott,Male,1963-10-31,63,0,Online,Online,539.90,264.64,2
"1624001",2019-06-12,2019,1583342,Jimmy Phillips,Male,1938-02-16,88,59,United States,Oregon,2764.97,1483.56,9
"1624002",2019-06-12,2019,1889635,Romeo Day,Male,1947-12-17,79,63,United States,Utah,134.80,66.08,2
"1624003",2019-06-12,2019,2014107,Rosanna Jonsson,Female,1944-09-10,82,62,United States,South Dakota,143.92,77.76,8
"1624004",2019-06-12,2019,45436,Maya McIlveen,Female,1952-04-16,74,0,Online,Online,378.99,185.77,2
"1624006",2019-06-12,2019,875626,Brain den Dulk,Male,1940-09-10,86,31,Netherlands,Drenthe,1511.97,802.43,6
"1624007",2019-06-12,2019,922398,Erin Davies,Female,1946-02-01,80,42,United Kingdom,North Down,230.00,124.24,2
"1624008",2019-06-12,2019,1627570,Paul Thompson,Male,1961-08-28,65,0,Online,Online,4588.99,3063.95,10
"1624010",2019-06-12,2019,289990,Richard Goines,Male,1966-07-20,60,0,Online,Online,877.50,473.97,1
"1624011",2019-06-12,2019,846031,Fran�oise Zeeuw,Female,1989-11-27,37,0,Online,Online,2169.00,1230.56,4
"1624012",2019-06-12,2019,1450225,Billy Bethune,Male,1991-05-24,35,48,United States,Idaho,1557.98,979.96,5
"1624013",2019-06-12,2019,1178379,Poppy Hardy,Female,1996-06-12,30,38,United Kingdom,Belfast,469.98,305.01,3
"1624014",2019-06-12,2019,1421506,Emma McIlvain,Female,1949-07-03,77,54,United States,Nebraska,3071.96,1659.30,13
"1624015",2019-06-12,2019,114070,Henry Childe,Male,1991-01-02,35,4,Australia,Tasmania,18693.60,12411.03,14
"1624016",2019-06-12,2019,402983,Laura Nacht,Female,1957-07-26,69,24,Germany,Hessen,6158.99,3886.08,15
"1624017",2019-06-12,2019,459096,Katja Baecker,Female,1973-05-21,53,19,Germany,Berlin,719.98,388.88,4
"1624018",2019-06-12,2019,1392371,Mae Lemons,Female,1999-04-29,27,49,United States,Iowa,1664.57,950.16,15
"1624019",2019-06-12,2019,89946,Luca Forro,Male,1991-09-28,35,1,Australia,Australian Capital Territory,509.92,257.92,8
"1624020",2019-06-12,2019,879795,Stanislav Baron,Male,1961-01-01,65,33,Netherlands,Friesland,33.99,16.66,1
"1624021",2019-06-12,2019,143206,Dominic Lindsay,Male,1980-03-07,46,6,Australia,Western Australia,2200.00,1440.26,4
"1624022",2019-06-12,2019,1041698,Caitlin Ingram,Female,1955-11-01,71,42,United Kingdom,North Down,5131.38,3181.43,17
"1624023",2019-06-12,2019,2088572,Coretta McDonald,Female,1987-07-26,39,59,United States,Oregon,404.45,217.43,11
"1624024",2019-06-12,2019,515050,Luca Klein,Male,1938-10-11,88,22,Germany,Freistaat Thüringen,6238.25,4053.70,23
"1624026",2019-06-12,2019,1623262,Jean Jones,Female,1945-10-25,81,49,United States,Iowa,1299.00,868.60,10
"1624027",2019-06-12,2019,793700,Celeste Beneventi,Female,1985-10-27,41,29,Italy,Enna,2670.97,1429.41,7
"1624028",2019-06-12,2019,1276836,Jose Shirley,Male,1952-09-29,74,53,United States,Montana,760.17,498.05,13
"1624029",2019-06-12,2019,2022288,Branko R�os,Male,1961-04-01,65,0,Online,Online,3470.00,1874.28,14
"1624030",2019-06-12,2019,1696726,Edwin Loyd,Male,1965-03-21,61,44,United States,Arkansas,219.95,107.81,1
"1624031",2019-06-12,2019,388648,Kim Babcock,Female,1949-07-03,77,10,Canada,Nunavut,87.99,46.87,7
"1624032",2019-06-12,2019,1703702,Willie Rock,Male,1993-01-06,33,0,Online,Online,1619.91,874.98,9
"1624033",2019-06-12,2019,1426096,Jeannette Boyd,Female,1982-09-24,44,0,Online,Online,947.22,484.66,7
"1624034",2019-06-12,2019,1146324,Louie Thomas,Male,1958-06-17,68,42,United Kingdom,North Down,5004.16,3182.81,13
"1624035",2019-06-12,2019,1368341,Denise Sea,Female,1977-01-17,49,56,United States,New Hampshire,211.99,108.91,3
"1625000",2019-06-13,2019,462438,Swen Urner,Male,1952-05-15,74,19,Germany,Berlin,401.05,216.63,9
"1625001",2019-06-13,2019,661206,Olivier Courtemanche,Male,1964-09-11,62,16,France,Limousin,1259.39,841.14,7
"1625002",2019-06-13,2019,1943741,Johan Schmidt,Male,1940-02-21,86,48,United States,Idaho,2510.85,1578.20,5
"1625003",2019-06-13,2019,718876,Virgilio Trentino,Male,1985-11-08,41,30,Italy,Pesaro,12299.90,8135.44,9
"1625004",2019-06-13,2019,999292,Faith Hart,Female,1973-05-07,53,42,United Kingdom,North Down,2371.94,1277.31,13
"1625005",2019-06-13,2019,1371642,Shirley Bryan,Female,1948-04-09,78,43,United States,Alaska,2031.74,995.90,8
"1625007",2019-06-13,2019,1893869,Saul McFadden,Male,1950-05-28,76,47,United States,Hawaii,3250.00,2050.45,5
"1625008",2019-06-13,2019,955336,Rachel Weston,Female,1977-11-05,49,0,Online,Online,189.98,93.12,2
"1625009",2019-06-13,2019,485922,Lea Abend,Female,1999-06-15,27,22,Germany,Freistaat Thüringen,995.00,537.45,5
"1625010",2019-06-13,2019,796439,Gaudenzia Bergamaschi,Female,1938-09-30,88,30,Italy,Pesaro,259.00,139.89,1
"1625011",2019-06-13,2019,1013313,Abigail Willis,Female,1977-02-27,49,39,United Kingdom,Blaenau Gwent,259.99,173.85,1
"1625012",2019-06-13,2019,398671,Isaac Carroll,Male,1952-10-13,74,10,Canada,Nunavut,3499.27,1888.60,15
"1625014",2019-06-13,2019,300044,Derrick Flaherty,Male,1942-06-05,84,10,Canada,Nunavut,8844.69,5489.22,19
"1625015",2019-06-13,2019,1530535,Bill Robles,Male,1974-09-24,52,57,United States,New Mexico,2219.99,1236.38,9
"1625016",2019-06-13,2019,402065,Jessika Konig,Female,1950-07-09,76,23,Germany,Hamburg,723.98,389.76,4
"1625017",2019-06-13,2019,1873593,Linda Morris,Female,1996-01-02,30,0,Online,Online,2580.00,1321.29,5
"1625018",2019-06-13,2019,1846325,Michael Montenegro,Male,1995-11-05,31,49,United States,Iowa,1160.00,626.56,4
"1625019",2019-06-13,2019,1918030,Uwe Mayer,Male,2001-08-14,25,55,United States,Nevada,1910.00,1031.64,8
"1625020",2019-06-13,2019,1200465,Maria Hanna,Female,1940-11-10,86,53,United States,Montana,1670.00,902.05,5
"1625021",2019-06-13,2019,1693753,Carolyn Mole,Female,1981-10-14,45,63,United States,Utah,532.64,290.61,8
"1625022",2019-06-13,2019,2087288,Miki Filemonsen,Male,1963-09-06,63,0,Online,Online,1079.94,583.32,6
"1625023",2019-06-13,2019,489146,Alexander Bar,Male,1943-01-10,83,23,Germany,Hamburg,4624.97,2495.98,11
"1625024",2019-06-13,2019,1753015,Marilee Maxwell,Female,1993-08-08,33,45,United States,Connecticut,1652.00,1104.67,7
"1625025",2019-06-13,2019,1847006,Stephanie Hayes,Female,1950-05-05,76,63,United States,Utah,1081.99,530.36,4
"1625026",2019-06-13,2019,744512,Eustorgio Pugliesi,Male,1985-02-21,41,29,Italy,Enna,279.98,137.24,2
"1625027",2019-06-13,2019,873909,Nusret van Zeijl,Male,1987-12-11,39,34,Netherlands,Groningen,2907.00,1943.85,3
"1625029",2019-06-13,2019,1256294,Randy Munoz,Male,1958-07-26,68,66,United States,Wyoming,644.00,347.84,2
"1625030",2019-06-13,2019,1306559,Jon Johnson,Male,2000-02-12,26,61,United States,South Carolina,219.00,146.44,1
"1625031",2019-06-13,2019,725929,Gioia Marcelo,Female,1997-12-10,29,30,Italy,Pesaro,159.90,78.38,2
"1625032",2019-06-13,2019,1890381,Jesse Hammock,Male,1995-12-22,31,59,United States,Oregon,3824.95,2439.67,5
"1625033",2019-06-13,2019,800159,Jasmin Groenendal,Male,1994-11-10,32,32,Netherlands,Flevoland,591.97,312.56,9
"1625034",2019-06-13,2019,1773985,Janet Jackson,Female,1944-01-17,82,0,Online,Online,2645.93,1690.09,9
"1625035",2019-06-13,2019,1880655,Samantha Alexander,Female,1974-12-07,52,59,United States,Oregon,2357.80,1243.56,8
"1625036",2019-06-13,2019,1399512,Charles Fortenberry,Male,1978-06-11,48,0,Online,Online,499.07,244.62,4
"1625038",2019-06-13,2019,1944536,Anna Urr�tia,Female,2001-02-14,25,49,United States,Iowa,1846.00,972.16,6
"1626000",2019-06-14,2019,1415442,Maurice Rickman,Male,1982-03-15,44,49,United States,Iowa,2848.92,1396.44,14
"1626001",2019-06-14,2019,1287862,Judith Parrish,Female,1938-05-24,88,0,Online,Online,269.95,132.32,1
"1626002",2019-06-14,2019,512630,Lukas Kortig,Male,1976-09-19,50,27,Germany,Sachsen-Anhalt,143.92,77.76,8
"1626003",2019-06-14,2019,629572,Leverett Mercier,Male,2000-02-14,26,12,France,Basse-Normandie,1211.98,653.94,4
"1626004",2019-06-14,2019,660527,Vachel Coupart,Male,1967-04-24,59,12,France,Basse-Normandie,7732.99,5163.76,8
"1626005",2019-06-14,2019,2026432,Valentina Norberg,Female,1973-09-21,53,56,United States,New Hampshire,3343.00,2157.57,7
"1626007",2019-06-14,2019,1003748,Lara Holden,Female,1980-02-10,46,0,Online,Online,2837.00,1718.72,3
"1626008",2019-06-14,2019,1312920,Carol King,Female,1961-02-16,65,64,United States,Washington DC,5733.00,3833.55,7
"1626011",2019-06-14,2019,325920,Charles Floyd,Male,1991-06-07,35,9,Canada,Northwest Territories,107.94,58.32,6
"1626013",2019-06-14,2019,396969,Ethel Donovan,Female,1982-07-26,44,9,Canada,Northwest Territories,568.50,355.92,3
"1626014",2019-06-14,2019,945655,Mason Wilkins,Male,1957-08-20,69,36,United Kingdom,Armagh,395.90,194.06,2
"1626015",2019-06-14,2019,1605337,Corey Edington,Male,1969-09-29,57,0,Online,Online,316.98,168.72,3
"1626016",2019-06-14,2019,1843882,Gloria Stewart,Female,1973-10-13,53,56,United States,New Hampshire,400.00,216.06,2
"1626017",2019-06-14,2019,1870500,Charles Stanley,Male,1979-07-12,47,0,Online,Online,242.65,131.07,2
"1626018",2019-06-14,2019,1437275,Margaret Hayes,Female,1982-02-27,44,45,United States,Connecticut,2552.00,1502.97,6
"1626020",2019-06-14,2019,364852,Ruth Leslie,Female,1953-12-01,73,8,Canada,Newfoundland and Labrador,2047.30,1081.71,9
"1626021",2019-06-14,2019,1808265,Nicholas Benedict,Male,1961-12-21,65,45,United States,Connecticut,5842.58,3466.85,16
"1626022",2019-06-14,2019,883396,Odette Navis,Female,1941-01-06,85,0,Online,Online,1672.00,903.11,5
"1626024",2019-06-14,2019,1202604,Derek Moon,Male,1994-03-28,32,62,United States,South Dakota,10362.98,6477.02,17
"1626025",2019-06-14,2019,97611,James Steinfeld,Male,1967-04-21,59,5,Australia,Victoria,483.82,241.63,16
"1626026",2019-06-14,2019,1088511,Skye Savage,Female,1951-05-28,75,36,United Kingdom,Armagh,3195.00,2026.44,9
"1626027",2019-06-14,2019,658759,Millard Gabriaux,Male,1962-08-06,64,17,France,Martinique,380.00,205.24,4
"1626028",2019-06-14,2019,876718,Anna Altena,Female,1936-03-16,90,32,Netherlands,Flevoland,4166.94,2555.36,5
"1627000",2019-06-15,2019,385590,Marcus Jackson,Male,1937-08-31,89,10,Canada,Nunavut,460.00,248.48,4
"1627001",2019-06-15,2019,524438,Mandy Glockner,Female,1974-06-25,52,22,Germany,Freistaat Thüringen,7936.90,5216.31,12
"1627002",2019-06-15,2019,406121,Mario Abendroth,Male,1996-01-24,30,0,Online,Online,10760.96,6672.97,19
"1627003",2019-06-15,2019,1436157,David Starr,Male,1961-06-23,65,0,Online,Online,160.00,78.45,5
"1627004",2019-06-15,2019,1023110,Victoria Hurst,Female,1941-11-04,85,36,United Kingdom,Armagh,52.77,34.05,3
"1627005",2019-06-15,2019,580116,Marie Schultz,Female,1982-12-09,44,22,Germany,Freistaat Thüringen,2274.00,1228.26,3
"1627007",2019-06-15,2019,226220,Monty Harris,Male,1992-11-02,34,9,Canada,Northwest Territories,202.20,99.12,3
"1627008",2019-06-15,2019,775966,Lucius Lucchese,Male,1964-02-28,62,0,Online,Online,1845.00,904.35,5
"1627009",2019-06-15,2019,2043619,Ashleigh Putnam,Female,1996-08-24,30,57,United States,New Mexico,529.87,259.74,4
"1627010",2019-06-15,2019,1378568,Gwendolyn Jones,Female,1996-06-29,30,0,Online,Online,730.27,393.10,9
"1627011",2019-06-15,2019,105126,George McCrone,Male,1992-03-14,34,5,Australia,Victoria,947.92,514.17,8
"1627013",2019-06-15,2019,1536373,Stanley Blank,Male,1972-05-25,54,51,United States,Maine,1515.91,802.42,12
"1627014",2019-06-15,2019,87229,Jade Whitfeld,Female,1950-11-16,76,1,Australia,Australian Capital Territory,499.90,245.04,1
"1627015",2019-06-15,2019,1988805,Brooke Parnell,Female,1948-11-07,78,65,United States,West Virginia,128.96,66.67,4
"1627016",2019-06-15,2019,1926364,Madison Frankland,Female,1958-04-11,68,44,United States,Arkansas,475.78,236.12,7
"1627017",2019-06-15,2019,1945099,Jouni Ruotsalainen,Male,1936-06-23,90,0,Online,Online,577.97,363.66,7
"1627018",2019-06-15,2019,1496211,Rosemarie Raper,Female,1999-12-16,27,0,Online,Online,2607.00,1743.24,3
"1627019",2019-06-15,2019,532184,Stefanie Bach,Female,1964-12-07,62,27,Germany,Sachsen-Anhalt,785.90,424.49,5
"1627020",2019-06-15,2019,1451764,Richard Lane,Male,1977-12-11,49,66,United States,Wyoming,1734.00,893.90,9
"1627021",2019-06-15,2019,1277723,Todd Mendez,Male,1966-09-12,60,0,Online,Online,129.00,69.68,1
"1627022",2019-06-15,2019,1100414,Anthony Potter,Male,1939-05-21,87,39,United Kingdom,Blaenau Gwent,265.98,143.66,2
"1627023",2019-06-15,2019,1136143,Molly Manning,Female,1945-09-11,81,37,United Kingdom,Ayrshire,797.04,430.53,6
"1627024",2019-06-15,2019,1551051,Raymond Creekmore,Male,1954-04-13,72,55,United States,Nevada,499.99,270.06,1
"1627025",2019-06-15,2019,865760,Nanette van Stratum,Female,1983-11-13,43,33,Netherlands,Friesland,936.66,583.54,6
"1627026",2019-06-15,2019,2011298,Mia �str�m,Female,1968-06-28,58,53,United States,Montana,3897.00,2605.86,3
"1627028",2019-06-15,2019,755735,Frediano Rizzo,Male,1969-05-16,57,30,Italy,Pesaro,115.98,62.64,2
"1627029",2019-06-15,2019,305962,David Beegle,Male,1989-05-04,37,10,Canada,Nunavut,52.97,25.98,4
"1627030",2019-06-15,2019,541324,Uwe Rothstein,Male,1991-10-10,35,23,Germany,Hamburg,560.70,302.85,3
"1627031",2019-06-15,2019,1323882,George Tarwater,Male,1941-08-02,85,0,Online,Online,90.95,44.59,7
"1627032",2019-06-15,2019,1884718,Mark Robertson,Male,1983-04-13,43,44,United States,Arkansas,149.95,73.50,1
"1627033",2019-06-15,2019,1260588,Berniece Turner,Female,1999-03-23,27,65,United States,West Virginia,3492.85,1865.98,18
"1627034",2019-06-15,2019,1198813,Amelia McKenzie,Female,1985-09-11,41,36,United Kingdom,Armagh,4431.40,2393.55,15
"1627035",2019-06-15,2019,475485,Doreen Bohm,Female,1937-06-27,89,21,Germany,Freie Hansestadt Bremen,179.40,96.90,6
"1627036",2019-06-15,2019,1851066,Robert Holland,Male,1974-10-31,52,0,Online,Online,3040.00,1822.00,13
"1627037",2019-06-15,2019,825321,Hielke Oosterman,Male,1958-09-25,68,0,Online,Online,2152.60,1135.04,15
"1627038",2019-06-15,2019,599044,Christina Zimmermann,Female,1955-08-13,71,23,Germany,Hamburg,6193.16,3276.22,16
"1627039",2019-06-15,2019,1697119,Joseph Dimmick,Male,1975-03-05,51,0,Online,Online,339.39,176.87,4
"1627040",2019-06-15,2019,521700,Mathias Baer,Male,1939-10-11,87,23,Germany,Hamburg,579.98,387.82,2
"1627041",2019-06-15,2019,1614019,Alan Bradford,Male,1941-04-22,85,44,United States,Arkansas,57.88,31.26,1
"1627042",2019-06-15,2019,537509,Kathrin Gottschalk,Female,1997-05-13,29,24,Germany,Hessen,5835.96,3897.78,4
"1627043",2019-06-15,2019,2040826,Brigitte Grunewald,Female,1994-02-04,32,43,United States,Alaska,10234.92,6593.10,9
"1627044",2019-06-15,2019,574327,Jens Himmel,Male,1963-03-16,63,20,Germany,Brandenburg,1134.96,746.71,5
"1627046",2019-06-15,2019,1209835,Kevin Winkle,Male,1944-05-20,82,44,United States,Arkansas,7680.62,5091.12,17
"1627047",2019-06-15,2019,1314859,Roma Dever,Female,1988-05-25,38,57,United States,New Mexico,7922.76,5282.92,12
"1628000",2019-06-16,2019,1239282,Antony Burke,Male,1979-08-27,47,49,United States,Iowa,41.67,22.50,3
"1628002",2019-06-16,2019,1115222,Rebecca Bray,Female,1954-04-20,72,36,United Kingdom,Armagh,1119.00,748.25,2
"1628003",2019-06-16,2019,1486029,Yolanda Sanders,Female,1985-02-18,41,54,United States,Nebraska,308.00,166.36,1
"1629000",2019-06-17,2019,887497,Zenna Lievers,Female,1973-08-05,53,34,Netherlands,Groningen,1657.54,888.17,9
"1629001",2019-06-17,2019,564024,Ulrike Barth,Female,1962-02-01,64,0,Online,Online,238.00,128.55,1
"1629002",2019-06-17,2019,1404845,Alicia Stewart,Female,1944-10-04,82,61,United States,South Carolina,561.73,296.66,9
"1629003",2019-06-17,2019,1145044,Kian James,Male,1940-07-25,86,0,Online,Online,2125.00,1390.92,9
"1629004",2019-06-17,2019,1437117,Maria Patterson,Female,1939-11-26,87,54,United States,Nebraska,363.00,196.08,3
"1629005",2019-06-17,2019,294433,Michael Cox,Male,1977-04-21,49,10,Canada,Nunavut,107.85,52.85,5
"1629006",2019-06-17,2019,1400721,Eva Dale,Female,1996-10-08,30,65,United States,West Virginia,1437.99,961.55,3
"1629008",2019-06-17,2019,1942015,Lee Wilson,Female,1989-02-28,37,63,United States,Utah,980.00,655.31,1
"1629009",2019-06-17,2019,1865833,Evelyn Peck,Female,1998-02-23,28,62,United States,South Dakota,693.00,463.41,3
"1629010",2019-06-17,2019,654485,Morgana Achin,Female,1974-05-20,52,15,France,La Réunion,251.98,123.51,3
"1629011",2019-06-17,2019,1116314,Yasmin Connor,Female,1954-12-11,72,38,United Kingdom,Belfast,3057.00,1967.03,5
"1629012",2019-06-17,2019,772646,Artemisia Siciliani,Female,1948-01-18,78,0,Online,Online,1215.14,720.95,17
"1629013",2019-06-17,2019,1203511,Robert Westbrooks,Male,1935-04-09,91,48,United States,Idaho,1423.60,697.81,9
"1629014",2019-06-17,2019,1549412,Larry Williams,Male,1956-01-04,70,0,Online,Online,2130.98,1151.02,10
"1629015",2019-06-17,2019,1618759,Walter Young,Male,1957-10-03,69,56,United States,New Hampshire,6142.50,3317.79,7
"1629016",2019-06-17,2019,1013139,Alex Wheeler,Male,1942-09-22,84,0,Online,Online,82.50,44.55,5
"1629017",2019-06-17,2019,466634,Ralph Kluge,Male,1951-05-23,75,23,Germany,Hamburg,224.00,109.83,7
"1629018",2019-06-17,2019,1626189,Mavis Kim,Female,1958-04-24,68,61,United States,South Carolina,499.95,270.05,5
"1629019",2019-06-17,2019,1920357,Christabel Beaujolie,Female,2001-02-16,25,0,Online,Online,5961.56,3701.70,14
"1629020",2019-06-17,2019,1375025,Shanel Brunelle,Female,1971-11-25,55,0,Online,Online,107.85,52.85,5
"1630000",2019-06-18,2019,1330560,Lionel Mackey,Male,1986-02-21,40,55,United States,Nevada,561.02,299.66,6
"1630001",2019-06-18,2019,799025,Olindo Moretti,Male,2001-05-24,25,29,Italy,Enna,590.00,322.67,2
"1630002",2019-06-18,2019,537277,Mike Dresner,Male,1983-09-30,43,23,Germany,Hamburg,47.44,23.26,2
"1630003",2019-06-18,2019,865163,Teddie Stadhouders,Female,1962-01-10,64,34,Netherlands,Groningen,1141.50,616.59,6
"1630004",2019-06-18,2019,1867250,Galen Furman,Male,1980-07-28,46,57,United States,New Mexico,409.48,212.24,12
"1630005",2019-06-18,2019,2017884,Victoria Clemens,Female,1986-10-23,40,51,United States,Maine,325.77,167.86,3
"1630006",2019-06-18,2019,2064437,Jasmine Grano,Female,2000-09-12,26,0,Online,Online,632.00,341.36,4
"1630009",2019-06-18,2019,340771,Andrew Washburn,Male,1966-06-08,60,10,Canada,Nunavut,1757.98,1154.12,4
"1630010",2019-06-18,2019,1475591,Lonny Beard,Male,1972-09-25,54,54,United States,Nebraska,1004.00,542.28,4
"1630011",2019-06-18,2019,309994,Jo Ebert,Female,1965-04-17,61,9,Canada,Northwest Territories,8155.45,5228.09,15
"1630012",2019-06-18,2019,1009587,Harrison Pearson,Male,1962-09-25,64,39,United Kingdom,Blaenau Gwent,191.90,94.06,2
